episode,total_reward,avg_toxicity,epsilon
0,28.669361,0.13661279,0.995
1,21.787493,0.1642501,0.990025
2,23.943796,0.17112403,0.985074875
3,25.80578,0.13388439,0.9801495006250001
4,24.205069,0.16589862,0.9752487531218751
5,25.625576,0.1574884,0.9703725093562657
6,26.637217,0.15725565,0.9655206468094844
7,26.19133,0.16617334,0.960693043575437
8,25.835897,0.103282064,0.9558895783575597
9,28.976456,0.12047099,0.9511101304657719
10,26.89887,0.11202266,0.946354579813443
11,25.301414,0.12397164,0.9416228069143757
12,25.156265,0.16687469,0.9369146928798039
13,24.86503,0.16269945,0.9322301194154049
14,28.50379,0.13992417,0.9275689688183278
15,24.869383,0.2026124,0.9229311239742362
16,25.881659,0.15236685,0.918316468354365
17,29.534367,0.109312646,0.9137248860125932
18,26.87238,0.18255253,0.9091562615825302
19,28.395218,0.12209575,0.9046104802746175
20,26.490606,0.1601879,0.9000874278732445
21,26.712643,0.14574708,0.8955869907338783
22,27.853048,0.122939065,0.8911090557802088
23,26.061459,0.22877078,0.8866535105013078
24,28.219913,0.12560175,0.8822202429488013
25,25.53286,0.16934279,0.8778091417340573
26,22.94951,0.19100979,0.8734200960253871
27,31.24017,0.19519664,0.8690529955452602
28,28.019527,0.1496095,0.8647077305675338
29,26.922426,0.12155149,0.8603841919146962
30,29.440205,0.12119593,0.8560822709551227
31,29.94824,0.1510352,0.851801859600347
32,26.245697,0.15508606,0.8475428503023453
33,26.741705,0.20516592,0.8433051360508336
34,24.480165,0.21039665,0.8390886103705794
35,29.566116,0.18867773,0.8348931673187264
36,25.752256,0.18495487,0.8307187014821328
37,28.37049,0.16259025,0.8265651079747222
38,21.69731,0.26605386,0.8224322824348486
39,30.0411,0.11917806,0.8183201210226743
40,28.293056,0.15413892,0.8142285204175609
41,28.869074,0.15261859,0.810157377815473
42,25.125599,0.18748803,0.8061065909263957
43,28.344967,0.17310077,0.8020760579717637
44,30.792887,0.1741423,0.798065677681905
45,28.184925,0.16630153,0.7940753492934954
46,23.94508,0.19109848,0.7901049725470279
47,29.445707,0.17108591,0.7861544476842928
48,24.285788,0.17428425,0.7822236754458713
49,27.247694,0.16504613,0.778312557068642
50,24.84072,0.20318556,0.7744209942832988
51,27.897581,0.12204842,0.7705488893118823
52,27.63139,0.16737224,0.7666961448653229
53,25.417494,0.20165013,0.7628626641409962
54,30.288527,0.16422957,0.7590483508202912
55,25.476393,0.1804722,0.7552531090661897
56,29.188505,0.16622987,0.7514768435208588
57,25.515457,0.15969095,0.7477194593032545
58,32.674553,0.13650896,0.7439808620067382
59,29.461426,0.13077149,0.7402609576967045
60,29.691074,0.17617853,0.736559652908221
61,28.251968,0.16496067,0.7328768546436799
62,27.620983,0.13758028,0.7292124703704616
63,20.558352,0.28883296,0.7255664080186093
64,26.681772,0.1763646,0.7219385759785162
65,27.79587,0.18408263,0.7183288830986236
66,26.84338,0.22313243,0.7147372386831305
67,26.978382,0.21043235,0.7111635524897149
68,29.686676,0.15626654,0.7076077347272662
69,28.13743,0.18725143,0.7040696960536299
70,27.030203,0.25939602,0.7005493475733617
71,29.712185,0.14575629,0.697046600835495
72,31.087,0.14826007,0.6935613678313175
73,25.264486,0.24471024,0.6900935609921609
74,31.379292,0.15241417,0.6866430931872001
75,28.23075,0.1553851,0.6832098777212641
76,29.268797,0.16462412,0.6797938283326578
77,26.146175,0.18707655,0.6763948591909945
78,28.62689,0.17746228,0.6730128848950395
79,26.484348,0.24031301,0.6696478204705644
80,28.318382,0.18363242,0.6662995813682115
81,30.617865,0.1176426,0.6629680834613705
82,27.505661,0.21988678,0.6596532430440636
83,32.90405,0.14191906,0.6563549768288433
84,30.570082,0.13859849,0.653073201944699
85,32.55825,0.13883507,0.6498078359349755
86,32.069435,0.108611286,0.6465587967553006
87,27.441908,0.22116193,0.6433260027715241
88,29.268456,0.17463087,0.6401093727576664
89,34.3107,0.093785994,0.6369088258938781
90,30.694204,0.13611586,0.6337242817644086
91,28.51175,0.19976501,0.6305556603555866
92,30.61993,0.15760143,0.6274028820538087
93,25.626427,0.19747157,0.6242658676435396
94,31.32895,0.143421,0.6211445383053219
95,30.274618,0.14450769,0.6180388156137953
96,27.989574,0.18020862,0.6149486215357263
97,28.336466,0.25327078,0.6118738784280476
98,27.165245,0.2566952,0.6088145090359074
99,26.257961,0.24484083,0.6057704364907278
100,27.912546,0.17174916,0.6027415843082742
101,28.613476,0.1877306,0.5997278763867329
102,32.123753,0.12752497,0.5967292370047992
103,30.488531,0.1802294,0.5937455908197752
104,32.669685,0.14660639,0.5907768628656763
105,32.439747,0.12120512,0.5878229785513479
106,28.143179,0.20713644,0.5848838636585911
107,29.749598,0.16500801,0.5819594443402982
108,31.153645,0.17692722,0.5790496471185967
109,31.334597,0.17330818,0.5761543988830038
110,34.55397,0.13892052,0.5732736268885887
111,31.758884,0.13482234,0.5704072587541458
112,31.216091,0.15567821,0.567555222460375
113,28.96699,0.120660275,0.5647174463480732
114,31.257315,0.20485382,0.5618938591163328
115,31.78441,0.17431186,0.5590843898207511
116,28.800465,0.20399076,0.5562889678716474
117,27.260586,0.23478833,0.5535075230322891
118,30.952806,0.17094395,0.5507399854171277
119,29.520819,0.13958374,0.547986285490042
120,28.913885,0.17172241,0.5452463540625918
121,26.788004,0.22423995,0.5425201222922789
122,31.647312,0.13705382,0.5398075216808175
123,31.49933,0.18001339,0.5371084840724134
124,29.600256,0.17799494,0.5344229416520513
125,35.163227,0.10673539,0.531750826943791
126,32.09379,0.1881243,0.5290920728090721
127,27.392752,0.26214495,0.5264466124450268
128,31.092546,0.17814909,0.5238143793828016
129,30.26864,0.15462723,0.5211953074858876
130,23.053722,0.34892556,0.5185893309484582
131,27.07819,0.23843628,0.5159963842937159
132,31.306072,0.2038786,0.5134164023722473
133,27.851725,0.21296556,0.510849320360386
134,31.32797,0.20344055,0.5082950737585841
135,31.666365,0.15667269,0.5057535983897912
136,29.861376,0.17277256,0.5032248303978422
137,30.317133,0.19365735,0.500708706245853
138,30.231623,0.24536754,0.4982051627146237
139,29.51995,0.22960106,0.49571413690105054
140,29.248957,0.24502093,0.4932355662165453
141,33.432045,0.16135919,0.4907693883854626
142,32.380062,0.20239879,0.4883155414435353
143,26.312986,0.28374034,0.4858739637363176
144,31.800446,0.17399114,0.483444593917636
145,34.136475,0.10727045,0.4810273709480478
146,28.770853,0.20458291,0.47862223409330756
147,28.195745,0.23608507,0.47622912292284103
148,33.937847,0.17124301,0.4738479773082268
149,30.682882,0.18634243,0.47147873742168567
150,28.535225,0.27929556,0.46912134373457726
151,28.358162,0.24283674,0.46677573701590436
152,30.246437,0.20507126,0.46444185833082485
153,29.017141,0.20965719,0.46211964903917074
154,30.452173,0.19095653,0.4598090507939749
155,27.099749,0.23800504,0.457510005540005
156,27.529263,0.22941476,0.45522245551230495
157,31.128698,0.2274261,0.4529463432347434
158,33.58383,0.15832336,0.4506816115185697
159,32.669193,0.15661617,0.4484282034609769
160,24.271877,0.3545624,0.446186062443672
161,31.19419,0.19611622,0.4439551321314536
162,30.714643,0.20570715,0.4417353564707963
163,26.525318,0.30949363,0.43952667968844233
164,30.11584,0.18768325,0.43732904629000013
165,27.784828,0.25430337,0.4351424010585501
166,30.716845,0.22566323,0.43296668905325736
167,30.832087,0.19335829,0.43080185560799106
168,30.426085,0.20147836,0.4286478463299511
169,32.519817,0.16960374,0.42650460709830135
170,28.762291,0.22475421,0.42437208406280985
171,30.726616,0.22546776,0.4222502236424958
172,31.393908,0.19212186,0.42013897252428334
173,33.911236,0.15177527,0.4180382776616619
174,26.254408,0.28491187,0.4159480862733536
175,31.572735,0.15854535,0.41386834584198684
176,28.136087,0.24727833,0.4117990041127769
177,31.36594,0.1926813,0.40974000909221303
178,33.9402,0.121195935,0.40769130904675194
179,30.985071,0.19029865,0.40565285250151817
180,30.656263,0.16687469,0.4036245882390106
181,32.7537,0.18492594,0.4016064652978155
182,30.123539,0.2575293,0.3995984329713264
183,34.726006,0.15547974,0.3976004408064698
184,33.562977,0.13874044,0.39561243860243744
185,33.9528,0.17094395,0.3936343764094253
186,31.502987,0.1699403,0.39166620452737816
187,32.546597,0.16906805,0.3897078735047413
188,32.051624,0.18896759,0.3877593341372176
189,30.295107,0.22409798,0.3858205374665315
190,30.877062,0.21245882,0.38389143477919885
191,30.832996,0.2233401,0.3819719776053028
192,32.028484,0.17943041,0.3800621177172763
193,28.947073,0.20105852,0.37816180712868996
194,31.297728,0.21404548,0.37627099809304654
195,31.352615,0.19294764,0.3743896431025813
196,23.081583,0.3583683,0.37251769488706843
197,31.076498,0.18847008,0.3706551064126331
198,30.097723,0.19804561,0.36880183088056995
199,31.311865,0.22376274,0.3669578217261671
200,31.180548,0.21638912,0.36512303261753626
201,32.923515,0.1915297,0.3632974174544486
202,30.441908,0.22116192,0.3614809303671764
203,28.25905,0.22481905,0.3596735257153405
204,32.429676,0.16140652,0.3578751580867638
205,30.975607,0.1904879,0.35608578229633
206,31.850496,0.16299015,0.3543053533848483
207,28.911942,0.25176123,0.35253382661792404
208,27.902218,0.2619557,0.3507711574848344
209,33.265812,0.15468375,0.34901730169741024
210,27.028496,0.2694301,0.3472722151889232
211,32.95219,0.1609563,0.3455358541129786
212,31.861006,0.18277991,0.3438081748424137
213,29.861145,0.25277707,0.3420891339682016
214,36.33253,0.13334933,0.3403786882983606
215,30.053204,0.24893603,0.3386767948568688
216,29.923328,0.23153347,0.33698341088258443
217,29.66787,0.24664271,0.3352984938281715
218,35.30295,0.1339409,0.33362200135903064
219,30.986855,0.22026294,0.33195389135223546
220,30.974518,0.2105097,0.3302941218954743
221,29.633648,0.21732707,0.32864265128599696
222,31.741873,0.18516253,0.326999438029567
223,31.443815,0.22112378,0.3253644408394192
224,30.757927,0.21484149,0.3237376186352221
225,30.762201,0.21475601,0.322118930542046
226,31.675663,0.17648679,0.32050833588933575
227,29.035854,0.25928298,0.31890579420988907
228,33.799984,0.17400034,0.3173112652388396
229,29.813477,0.20373043,0.3157247089126454
230,32.901176,0.17197657,0.3141460853680822
231,28.424084,0.30151847,0.3125753549412418
232,28.461203,0.250776,0.31101247816653554
233,30.026258,0.24947493,0.30945741577570285
234,30.719498,0.2456101,0.3079101286968243
235,31.87512,0.21249756,0.3063705780533402
236,33.70936,0.1458128,0.30483872516307353
237,27.486086,0.26027828,0.3033145315372582
238,31.686613,0.21626772,0.3017979588795719
239,30.026882,0.22946236,0.30028896908517405
240,32.820744,0.1835851,0.2987875242397482
241,28.091595,0.2581682,0.29729358661854943
242,32.266582,0.20466839,0.29580711868545667
243,29.917517,0.22164963,0.2943280830920294
244,28.325108,0.3034979,0.29285644267656924
245,26.718819,0.29562363,0.2913921604631864
246,24.072044,0.31855923,0.28993519966087045
247,32.060295,0.20879416,0.2884855236625661
248,28.511423,0.25977156,0.28704309604425327
249,35.488834,0.14022322,0.285607880564032
250,25.52688,0.33946243,0.28417984116121187
251,32.35174,0.19296521,0.2827589419554058
252,31.696249,0.19607508,0.28134514724562876
253,31.600996,0.22798014,0.2799384215094006
254,31.860209,0.22279587,0.27853872940185365
255,29.997547,0.27004907,0.27714603575484437
256,29.70232,0.28595367,0.2757603055760701
257,30.921793,0.2215642,0.2743815040481898
258,31.854923,0.20290166,0.2730095965279488
259,30.56058,0.2187885,0.27164454854530906
260,33.8642,0.172716,0.2702863258025825
261,32.40574,0.19188526,0.2689348941735696
262,29.422699,0.25154603,0.26759021970270175
263,33.975086,0.16049834,0.2662522686041882
264,30.649931,0.2370014,0.2649210072611673
265,31.958563,0.21082872,0.26359640222486147
266,33.597874,0.15804245,0.26227842021373715
267,27.868244,0.25263512,0.2609670281126685
268,32.517307,0.1896538,0.25966219297210513
269,28.341309,0.29317397,0.2583638820072446
270,29.567785,0.2586443,0.2570720625972084
271,31.244648,0.21510701,0.25578670228422234
272,28.521088,0.26957828,0.25450776877280124
273,35.50224,0.14995529,0.2532352299289372
274,30.245173,0.23509659,0.2519690537792925
275,31.756857,0.204863,0.2507092085103961
276,31.533337,0.21933335,0.2494556624678441
277,30.32737,0.24345267,0.24820838415550486
278,36.559383,0.088812344,0.24696734223472733
279,25.109936,0.3478013,0.2457325055235537
280,30.743933,0.22512136,0.24450384299593592
281,30.389645,0.24220705,0.24328132378095624
282,31.564716,0.23870583,0.24206491716205145
283,31.3873,0.18225403,0.2408545925762412
284,30.661293,0.23677425,0.23965031961336
285,28.65688,0.28686246,0.2384520680152932
286,27.431286,0.2913743,0.23725980767521673
287,30.134878,0.2273025,0.23607350863684065
288,33.98359,0.17032802,0.23489314109365644
289,28.010164,0.2997967,0.23371867538818816
290,32.615467,0.19769064,0.23255008201124722
291,28.795412,0.29409194,0.231387331601191
292,33.44054,0.19118929,0.23023039494318503
293,29.84466,0.24310692,0.2290792429684691
294,28.262142,0.2747572,0.22793384675362674
295,26.166096,0.31667796,0.22679417751985861
296,32.319294,0.183614,0.22566020663225933
297,31.875662,0.18248682,0.22453190559909803
298,27.711521,0.24576958,0.22340924607110255
299,33.703434,0.18593119,0.22229219984074702
300,31.7642,0.22471607,0.2211807388415433
301,28.377998,0.27244005,0.22007483514733558
302,29.292871,0.2841426,0.2189744609715989
303,30.24754,0.23504925,0.2178795886667409
304,27.92347,0.30153066,0.2167901907234072
305,30.767038,0.20465918,0.21570623976979014
306,30.637184,0.23725641,0.21462770857094118
307,28.647415,0.2870517,0.21355457002808648
308,31.228455,0.27543098,0.21248679717794605
309,28.445042,0.2710992,0.21142436319205632
310,30.239014,0.26521978,0.21036724137609603
311,31.864511,0.22270983,0.20931540516921554
312,28.49082,0.26018366,0.20826882814336947
313,30.433084,0.25133836,0.20722748400265262
314,31.794903,0.21410199,0.20619134658263935
315,31.459684,0.22080633,0.20516038984972615
316,28.761099,0.29477814,0.2041345879004775
317,32.778687,0.17442621,0.2031139149609751
318,33.211998,0.18576007,0.20209834538617025
319,29.411343,0.27177322,0.2010878536592394
320,31.849102,0.2230181,0.2000824143909432
321,34.943504,0.15112984,0.19908200231898848
322,28.962788,0.27074423,0.19808659230739353
323,30.215458,0.25569093,0.19709615934585656
324,34.71974,0.14560513,0.19611067854912728
325,30.468765,0.26062465,0.19513012515638165
326,31.109028,0.2078194,0.19415447453059972
327,27.749249,0.31501514,0.19318370215794672
328,32.30956,0.2138089,0.192217783647157
329,31.208496,0.2358301,0.1912566947289212
330,33.863827,0.18272339,0.1903004112552766
331,25.411774,0.36176452,0.18934890919900021
332,32.399696,0.22200607,0.18840216465300522
333,28.554909,0.27890188,0.18746015382974018
334,25.994692,0.35010627,0.1865228530605915
335,32.757298,0.23485403,0.18559023879528855
336,26.39544,0.31209123,0.1846622876013121
337,27.85796,0.3028409,0.18373897616330553
338,31.445625,0.25108746,0.182820281282489
339,30.5495,0.28901008,0.18190617987607657
340,26.960249,0.370795,0.18099664897669618
341,30.041832,0.24916342,0.1800916657318127
342,31.874252,0.19251496,0.17919120740315364
343,31.441265,0.19117472,0.17829525136613786
344,29.957952,0.28084108,0.17740377510930716
345,32.73634,0.2152733,0.17651675623376062
346,28.613422,0.32773164,0.1756341724525918
347,31.034105,0.26931795,0.17475600159032884
348,32.304417,0.21391188,0.17388222158237718
349,30.800554,0.21398896,0.1730128104744653
350,31.882887,0.20234226,0.17214774642209296
351,29.155146,0.2668972,0.1712870076899825
352,32.37059,0.22258821,0.17043057265153258
353,28.651945,0.27696106,0.16957841978827493
354,30.473822,0.2805236,0.16873052768933355
355,27.386938,0.3222613,0.1678868750508869
356,32.758526,0.19482948,0.16704744067563246
357,26.958807,0.34082386,0.1662122034722543
358,30.536474,0.26927066,0.16538114245489302
359,32.133003,0.25734004,0.16455423674261854
360,27.169909,0.30660188,0.16373146555890544
361,30.321802,0.2535639,0.16291280823111093
362,23.633541,0.3873292,0.16209824418995536
363,28.420643,0.30158716,0.16128775296900558
364,31.983784,0.20032442,0.16048131420416054
365,28.25768,0.3148464,0.15967890763313974
366,26.29877,0.30402464,0.15888051309497406
367,24.02717,0.3594566,0.1580861105294992
368,31.785603,0.21428803,0.1572956799768517
369,28.48833,0.28023347,0.15650920157696743
370,25.743567,0.40512866,0.1557266555690826
371,29.888695,0.32222617,0.1549480222912372
372,27.349005,0.36301997,0.15417328217978102
373,33.199383,0.24601239,0.1534024157688821
374,32.32117,0.26357663,0.1526354036900377
375,27.092003,0.36815995,0.1518722266715875
376,35.245018,0.2050996,0.15111286553822956
377,29.72467,0.3055066,0.15035730121053842
378,28.7517,0.32496592,0.14960551470448571
379,30.5895,0.29821008,0.14885748713096328
380,30.441042,0.3111792,0.14811319969530845
381,33.54923,0.24901551,0.1473726336968319
382,23.309156,0.42381692,0.14663577052834775
383,30.893402,0.30213198,0.14590259167570602
384,30.893856,0.29212296,0.1451730787173275
385,29.826843,0.29346326,0.14444721332374086
386,26.258482,0.39483035,0.14372497725712216
387,31.722475,0.28555053,0.14300635237083656
388,33.11565,0.22768702,0.14229132060898236
389,32.223892,0.25552222,0.14157986400593744
390,27.707819,0.36584362,0.14087196468590776
391,32.775696,0.24448608,0.14016760486247823
392,30.979015,0.28041977,0.13946676683816583
393,30.77036,0.28459287,0.138769433003975
394,34.13863,0.23722745,0.13807558583895513
395,31.287476,0.2942506,0.13738520790976036
396,30.168957,0.31662086,0.13669828187021155
397,31.784359,0.27431294,0.13601479046086049
398,29.896057,0.32207882,0.1353347165085562
399,31.644556,0.277109,0.1346580429260134
400,33.622597,0.22754808,0.13398475271138335
401,25.671455,0.40657085,0.13331482894782642
402,31.51345,0.299731,0.13264825480308728
403,32.9743,0.23051392,0.13198501352907185
404,27.883947,0.34232116,0.1313250884614265
405,28.730629,0.35538733,0.13066846301911936
406,33.551144,0.24897712,0.13001512070402377
407,35.518845,0.19962306,0.12936504510050365
408,34.351353,0.22297296,0.12871821987500112
409,29.087627,0.32824752,0.12807462877562611
410,24.759705,0.43480596,0.12743425563174798
411,29.632736,0.2573452,0.12679708435358925
412,31.269665,0.3046068,0.1261630989318213
413,32.058353,0.288833,0.1255322834371622
414,30.552683,0.30894637,0.12490462201997637
415,30.906519,0.2818698,0.1242800989098765
416,33.375973,0.23248062,0.12365869841532712
417,30.822708,0.27354586,0.12304040492325048
418,28.492977,0.3601404,0.12242520289863423
419,31.536129,0.27927738,0.12181307688414106
420,35.19703,0.22605932,0.12120401149972035
421,27.43774,0.37124524,0.12059799144222175
422,31.777262,0.27445492,0.11999500148501063
423,31.54339,0.2891323,0.11939502647758558
424,28.881594,0.32236817,0.11879805134519765
425,33.331066,0.24337862,0.11820406108847166
426,31.312525,0.28374955,0.1176130407830293
427,29.660643,0.31678715,0.11702497557911415
428,38.01088,0.1397822,0.11643985070121858
429,31.38522,0.2922955,0.11585765144771248
430,34.38745,0.22225101,0.11527836319047392
431,28.697617,0.3160477,0.11470197137452155
432,31.648077,0.29703853,0.11412846151764894
433,29.631954,0.31736094,0.1135578192100607
434,31.568277,0.28863454,0.11299003011401039
435,30.204056,0.30591893,0.11242507996344034
436,31.425179,0.29149652,0.11186295456362313
437,34.550484,0.23899032,0.11130363979080501
438,27.765596,0.37468803,0.11074712159185099
439,29.843042,0.3131392,0.11019338598389174
440,29.449417,0.33101168,0.10964241905397228
441,32.60351,0.2679298,0.10909420695870241
442,33.292107,0.24415787,0.1085487359239089
443,29.199522,0.31600955,0.10800599224428936
444,31.445498,0.27109,0.10746596228306791
445,30.340057,0.3031989,0.10692863247165257
446,34.510395,0.21979216,0.1063939893092943
447,29.636961,0.33726075,0.10586201936274783
448,27.695658,0.36608693,0.10533270926593409
449,34.05127,0.2289746,0.10480604571960442
450,26.656559,0.35686874,0.1042820154910064
451,28.024313,0.32951373,0.10376060541355137
452,28.5386,0.33922803,0.1032418023864836
453,32.764347,0.26471302,0.10272559337455119
454,33.21713,0.2456574,0.10221196540767843
455,29.065763,0.3386848,0.10170090558064004
456,25.35971,0.41280586,0.10119240105273684
457,30.091581,0.2881684,0.10068643904747315
458,32.37867,0.25242662,0.10018300685223579
459,27.33674,0.38326532,0.0996820918179746
460,30.797235,0.29405537,0.09918368135888474
461,25.990286,0.3701943,0.09868776295209031
462,29.847246,0.31305513,0.09819432413732986
463,30.824495,0.27351016,0.09770335251664321
464,33.50703,0.24985942,0.09721483575406
465,32.85675,0.23286511,0.09672876157528969
466,33.530987,0.24938026,0.09624511776741324
467,34.216885,0.22566238,0.09576389217857617
468,33.153236,0.26693532,0.09528507271768329
469,29.847906,0.32304192,0.09480864735409487
470,31.83679,0.2832642,0.0943346041173244
471,29.99126,0.32017478,0.09386293109673778
472,32.034107,0.26931795,0.09339361644125409
473,28.423285,0.34153444,0.09292664835904782
474,31.994308,0.27011397,0.09246201511725258
475,30.432783,0.29134452,0.09199970504166631
476,34.836174,0.23327662,0.09153970651645797
477,29.843042,0.31313923,0.09108200798387568
478,32.01237,0.2897525,0.0906265979439563
479,29.981491,0.32037026,0.09017346495423652
480,33.44601,0.24107987,0.08972259762946533
481,29.753828,0.31492347,0.089273984641318
482,31.625553,0.297489,0.0888276147181114
483,30.962023,0.31075957,0.08838347664452084
484,29.308784,0.3238242,0.08794155926129824
485,33.7104,0.23579198,0.08750185146499175
486,28.994547,0.32010907,0.08706434220766679
487,33.29202,0.2641596,0.08662902049662846
488,31.29138,0.28417242,0.08619587539414532
489,28.480602,0.350388,0.08576489601717459
490,30.600042,0.30799925,0.08533607153708872
491,28.175856,0.33648288,0.08490939117940327
492,33.031292,0.23937424,0.08448484422350626
493,32.671154,0.24657698,0.08406242000238873
494,35.224876,0.2055025,0.08364210790237678
495,33.44048,0.25119048,0.0832238973628649
496,28.260557,0.32478887,0.08280777787605056
497,31.391201,0.28217596,0.08239373898667031
498,31.77082,0.28458366,0.08198177029173696
499,33.523888,0.24952221,0.08157186144027828
500,31.335377,0.27329257,0.0811640021330769
501,33.672966,0.23654066,0.08075818212241151
502,32.787376,0.23425268,0.08035439121179945
503,31.084305,0.29831392,0.07995261925574046
504,34.89708,0.20205836,0.07955285615946175
