episode,total_reward,avg_toxicity,epsilon,propensity_a,propensity_b
0,-73.0,0.16198753,0.995,0.6092279245045783,0.6556568186312781
1,-86.0,0.14248227,0.990025,0.17422321575783178,0.2590599001858544
2,-108.0,0.22571827,0.985074875,0.7106966391952284,0.2749636394110033
3,-54.0,0.23703325,0.9801495006250001,0.719835728464001,0.6276504532255607
4,-123.0,0.10644514,0.9752487531218751,0.39244276643034337,0.2481717740727017
5,-97.0,0.17503804,0.9703725093562657,0.3201192270743932,0.7941279139221591
6,-30.0,0.18392959,0.9655206468094844,0.6418181914781308,0.5196471268746216
7,-91.0,0.17968802,0.960693043575437,0.526098900575651,0.3245559746594324
8,-79.0,0.17033595,0.9558895783575597,0.5893458286940484,0.17866241008728945
9,-103.0,0.16993931,0.9511101304657719,0.3665104369654665,0.1479098151882704
10,-129.0,0.16426973,0.946354579813443,0.7966883168385016,0.7501364972369299
11,-52.0,0.15705965,0.9416228069143757,0.7780245803866693,0.10787927598045312
12,-74.0,0.1551901,0.9369146928798039,0.7841538932031932,0.28632411339019026
13,-129.0,0.10490891,0.9322301194154049,0.2880513723778769,0.3945229603489122
14,-89.0,0.16612141,0.9275689688183278,0.6766180487497809,0.3047718711496105
15,-125.0,0.19266045,0.9229311239742362,0.7106959813675947,0.2890263273306557
16,-136.0,0.15383893,0.918316468354365,0.3953938862854458,0.7351080541125211
17,-73.0,0.2022739,0.9137248860125932,0.5516260326596694,0.6298210574955946
18,-66.0,0.15401164,0.9091562615825302,0.1573290066706397,0.3673650729654928
19,-91.0,0.1669924,0.9046104802746175,0.16985382088516598,0.3132032560479159
20,-126.0,0.20625514,0.9000874278732445,0.6411750563877175,0.25282907877626765
21,-124.0,0.1584419,0.8955869907338783,0.16088869363852787,0.7487599406093821
22,-77.0,0.15616533,0.8911090557802088,0.5280292163711414,0.405408446115073
23,-26.0,0.17403013,0.8866535105013078,0.14853212513385963,0.2627315329229242
24,-89.0,0.22536087,0.8822202429488013,0.4944946611911464,0.5830588136314103
25,-96.0,0.12853481,0.8778091417340573,0.4264216827765629,0.2347350849035319
26,-78.0,0.12556674,0.8734200960253871,0.7340443226423943,0.17462533289618903
27,-76.0,0.18638936,0.8690529955452602,0.6466142149651096,0.19698795887901974
28,-103.0,0.13677302,0.8647077305675338,0.46839134969798224,0.16073914773380826
29,-61.0,0.10147806,0.8603841919146962,0.26049069942102854,0.11157102348946799
30,-81.0,0.22548237,0.8560822709551227,0.4570610442237405,0.631073274756108
31,-1.0,0.23255959,0.851801859600347,0.7436530338643472,0.4315379760379926
32,-46.0,0.21860008,0.8475428503023453,0.3551935098049809,0.7301204379118734
33,-23.0,0.1734545,0.8433051360508336,0.5996010126853872,0.6953581861697602
34,-10.0,0.24106316,0.8390886103705794,0.6235136960301244,0.5673971090374532
35,-36.0,0.14537516,0.8348931673187264,0.5347967708146713,0.584551664230011
36,-95.0,0.14084727,0.8307187014821328,0.2676616757722342,0.5443424751118332
37,-112.0,0.09394171,0.8265651079747222,0.14752584495909785,0.4556425675352406
38,-36.0,0.18662648,0.8224322824348486,0.7743580343784283,0.5822841116416739
39,-55.0,0.17555238,0.8183201210226743,0.38816630250609163,0.42603313764290873
40,-107.0,0.13597047,0.8142285204175609,0.18373225788501807,0.505643826167219
41,-7.0,0.22456247,0.810157377815473,0.6470829807020184,0.22325632549402358
42,33.0,0.22466116,0.8061065909263957,0.796005997400227,0.6808123143590546
43,-78.0,0.1724247,0.8020760579717637,0.31982770029949803,0.19171847047994303
44,-18.0,0.19030201,0.798065677681905,0.6366872958106415,0.6763320710252658
45,-23.0,0.17062849,0.7940753492934954,0.4441314800054311,0.3898877602528714
46,-35.0,0.20803963,0.7901049725470279,0.5436327777228618,0.48638661956689877
47,-26.0,0.21040134,0.7861544476842928,0.7720574925331438,0.24573816904554133
48,-72.0,0.1583469,0.7822236754458713,0.21682889472420452,0.7723761145962083
49,-71.0,0.14459799,0.778312557068642,0.40520162570383456,0.5435997381521838
50,-22.0,0.15402046,0.7744209942832988,0.3747412212454504,0.2625810265779833
51,-47.0,0.17289142,0.7705488893118823,0.5310900261885084,0.45480256114321893
52,-32.0,0.18057382,0.7666961448653229,0.13122449509361817,0.39302519363525323
53,-74.0,0.161413,0.7628626641409962,0.4071475587432226,0.23023355171365834
54,-20.0,0.19111612,0.7590483508202912,0.19210699141211604,0.45523052768481775
55,-44.0,0.1548098,0.7552531090661897,0.3798492913853916,0.31172388023257536
56,-41.0,0.14823318,0.7514768435208588,0.22442527303497323,0.20998070771758698
57,-67.0,0.16965874,0.7477194593032545,0.2974540090893846,0.5404637855592102
58,-78.0,0.20738679,0.7439808620067382,0.3021674317235581,0.7722140142102462
59,17.0,0.22829121,0.7402609576967045,0.7980906857177421,0.645097646009898
60,-17.0,0.16998598,0.736559652908221,0.10768654449850906,0.7416698606380765
61,-70.0,0.18518396,0.7328768546436799,0.2200287528508986,0.32974195644165105
62,-44.0,0.17701569,0.7292124703704616,0.49948684309160063,0.5213242548639064
63,-45.0,0.13870502,0.7255664080186093,0.23545046313608708,0.22630682020305337
64,-30.0,0.14412884,0.7219385759785162,0.5888514893829256,0.11156934103059417
65,-85.0,0.11024913,0.7183288830986236,0.1920768137986561,0.1005424255731952
66,-57.0,0.103472754,0.7147372386831305,0.10867610002880189,0.11164463675347779
67,-32.0,0.17346866,0.7111635524897149,0.5728912301152693,0.46714313963281007
68,-45.0,0.1341724,0.7076077347272662,0.30354767031751895,0.26566250035379774
69,83.0,0.25627193,0.7040696960536299,0.7996923049508566,0.617866536096231
70,-6.0,0.1894175,0.7005493475733617,0.432724837500282,0.4592982834543231
71,-62.0,0.16110644,0.697046600835495,0.7037315172343721,0.15404663513138564
72,-52.0,0.12840456,0.6935613678313175,0.696995043597862,0.11232026604106943
73,7.0,0.22221708,0.6900935609921609,0.5527717683004045,0.672659698694948
74,-49.0,0.15718375,0.6866430931872001,0.4458923006519895,0.6382220914552935
75,-57.0,0.15224972,0.6832098777212641,0.3778714382969989,0.341740531642196
76,-32.0,0.1752709,0.6797938283326578,0.12863106534890414,0.43114196110549663
77,-45.0,0.14171912,0.6763948591909945,0.715516788236437,0.3365569225346641
78,-82.0,0.13138334,0.6730128848950395,0.3563379252480181,0.10911071238177472
79,-45.0,0.13858251,0.6696478204705644,0.19814107351424548,0.34821077718201854
80,-48.0,0.15656006,0.6662995813682115,0.7229977017440777,0.19862912684354966
81,0.0,0.18388437,0.6629680834613705,0.1000157293024945,0.7986795124568254
82,-59.0,0.23043893,0.6596532430440636,0.40011088275236395,0.35698755312327335
83,-49.0,0.16954659,0.6563549768288433,0.38995766725682346,0.4801385342145845
84,18.0,0.21002749,0.653073201944699,0.3242937992369783,0.5335961422424769
85,9.0,0.1691641,0.6498078359349755,0.239276611238302,0.7412833247630222
86,-4.0,0.25864348,0.6465587967553006,0.6666783262513701,0.3754562303101052
87,-1.0,0.17674567,0.6433260027715241,0.7510725592633927,0.24476736324687995
88,-63.0,0.15985912,0.6401093727576664,0.49699374648549943,0.39927092909629125
89,-34.0,0.16947721,0.6369088258938781,0.3237671275709979,0.4956869045021717
90,0.0,0.1908544,0.6337242817644086,0.724614513153092,0.5582347266225484
91,8.0,0.1558444,0.6305556603555866,0.24402794823630933,0.1663970400317519
92,0.0,0.17806028,0.6274028820538087,0.6995293172030033,0.11714621182485788
93,-15.0,0.16077684,0.6242658676435396,0.4351046396905174,0.43140813330163064
94,-5.0,0.18387814,0.6211445383053219,0.336906883759176,0.46212103830785567
95,-15.0,0.17435068,0.6180388156137953,0.6694629594378837,0.1483201277272672
96,-72.0,0.16205847,0.6149486215357263,0.22889546607620226,0.28068966515245397
97,-58.0,0.24811596,0.6118738784280476,0.6525018247749822,0.295049650774934
98,-60.0,0.12541552,0.6088145090359074,0.15505332333231303,0.6724300293245227
99,-26.0,0.16397242,0.6057704364907278,0.2578252255579328,0.6196903621438677
100,11.0,0.16823463,0.6027415843082742,0.7356335135555412,0.1834906206910616
101,-9.0,0.27810258,0.5997278763867329,0.7932993416146533,0.6326827230273244
102,13.0,0.19963992,0.5967292370047992,0.5140086577322366,0.5699083417276526
103,-21.0,0.23246236,0.5937455908197752,0.51038724017891,0.5361832158578831
104,-6.0,0.33896187,0.5907768628656763,0.7584446837971539,0.7275232057494737
105,-18.0,0.14508972,0.5878229785513479,0.1497035747249699,0.36576852342367505
106,0.0,0.19291635,0.5848838636585911,0.4159657935109641,0.7357122272641523
107,3.0,0.1379196,0.5819594443402982,0.5348883235475078,0.3623647177917855
108,33.0,0.23318534,0.5790496471185967,0.734681591046562,0.5998288770959892
109,-11.0,0.20669283,0.5761543988830038,0.7209923261345854,0.14181819049184222
110,37.0,0.1941927,0.5732736268885887,0.24631412744401338,0.6393675919130705
111,-14.0,0.18307044,0.5704072587541458,0.13415646236861048,0.3488568277730535
112,71.0,0.23683465,0.567555222460375,0.47195019101247593,0.7910295239599399
113,81.0,0.25426465,0.5647174463480732,0.73994337556726,0.592858361855038
114,59.0,0.20484337,0.5618938591163328,0.7630298656641703,0.22295113072936912
115,-36.0,0.14831652,0.5590843898207511,0.11868621250887337,0.7363085699901271
116,-14.0,0.2682898,0.5562889678716474,0.6777951306204837,0.5535033078197549
117,69.0,0.21957695,0.5535075230322891,0.6468460705010821,0.7326578843950382
118,-3.0,0.26114878,0.5507399854171277,0.604980354991305,0.6939642872566812
119,-32.0,0.23099548,0.547986285490042,0.6289781803631774,0.5769455814632383
120,-51.0,0.12734453,0.5452463540625918,0.45386375216381936,0.3061070675636765
121,-20.0,0.18856826,0.5425201222922789,0.5688301771538316,0.4121003622457765
122,-23.0,0.26795974,0.5398075216808175,0.5579328049852663,0.5504885985964884
123,58.0,0.26239425,0.5371084840724134,0.6927009960813827,0.40594530973953036
124,-23.0,0.15161175,0.5344229416520513,0.21313397815171536,0.50889345806575
125,15.0,0.25412443,0.531750826943791,0.738327114139997,0.5462652906841389
126,5.0,0.14184386,0.5290920728090721,0.3876061845679476,0.19658143848019366
127,44.0,0.1780513,0.5264466124450268,0.513889778187852,0.7769998109424202
128,1.0,0.19010441,0.5238143793828016,0.15779862570478775,0.6671949916653934
129,-41.0,0.2345786,0.5211953074858876,0.11424317410543174,0.7285630807155322
130,-69.0,0.14356434,0.5185893309484582,0.28143066390416194,0.16015331365043245
131,31.0,0.21902716,0.5159963842937159,0.6910605721742712,0.30517107787400155
132,18.0,0.1814909,0.5134164023722473,0.5661932924231063,0.4060807260142345
133,-18.0,0.16256423,0.510849320360386,0.3370093376751161,0.2837772279454288
134,38.0,0.22750781,0.5082950737585841,0.5185283338191249,0.7596089237154493
135,-63.0,0.2014342,0.5057535983897912,0.7830177823225359,0.5735285384976929
136,23.0,0.21647467,0.5032248303978422,0.5031544003339248,0.3402731601159276
137,2.0,0.2807918,0.500708706245853,0.7961231889838485,0.36749721813511516
138,42.0,0.22318052,0.4982051627146237,0.5234653646230659,0.3491786681662691
139,23.0,0.16780953,0.49571413690105054,0.20588688945592626,0.7419570531735297
140,68.0,0.27518594,0.4932355662165453,0.47068415011938913,0.4040644494750424
141,-36.0,0.16510522,0.4907693883854626,0.18922632881707574,0.39770636896340494
142,17.0,0.19467016,0.4883155414435353,0.674868376889065,0.4859378480286374
143,-31.0,0.12953614,0.4858739637363176,0.37688022118392617,0.36647998967446216
144,19.0,0.21741457,0.483444593917636,0.6807432328206192,0.29882997651837445
145,31.0,0.21821758,0.4810273709480478,0.5683205919710321,0.1447985542784145
146,2.0,0.20359287,0.47862223409330756,0.13433619380309586,0.6298623149117676
147,-4.0,0.20807771,0.47622912292284103,0.6062424128223163,0.23534995488146507
148,-15.0,0.13777702,0.4738479773082268,0.1825458815549679,0.5918695688721193
149,24.0,0.170599,0.47147873742168567,0.5136263515027142,0.4950015103772053
150,14.0,0.14329663,0.46912134373457726,0.1422341942010371,0.7448719234572049
151,15.0,0.14804809,0.46677573701590436,0.3609485009204113,0.38447804355612447
152,62.0,0.18788603,0.46444185833082485,0.5616206890120248,0.24605094034262215
153,15.0,0.20680225,0.46211964903917074,0.37500377230700876,0.3400661396952812
154,-7.0,0.13252348,0.4598090507939749,0.11735115320413979,0.5983492366063349
155,-13.0,0.29500726,0.457510005540005,0.4014418960780086,0.5745839907152304
156,6.0,0.15255412,0.45522245551230495,0.38843828907562805,0.1579126460929871
157,14.0,0.14049065,0.4529463432347434,0.3051567288702757,0.13809507321314793
158,77.0,0.29287812,0.4506816115185697,0.7533025296852093,0.5428813537784666
159,65.0,0.19358306,0.4484282034609769,0.16873081655844083,0.7490653916292046
160,12.0,0.25318718,0.446186062443672,0.12387335158746374,0.7840568563486029
161,74.0,0.26541948,0.4439551321314536,0.6779807834097786,0.5109800799536862
162,54.0,0.22232813,0.4417353564707963,0.5591341875077296,0.4594617715650252
163,-20.0,0.17801481,0.43952667968844233,0.3760207168242362,0.33491638408159835
164,-29.0,0.14984117,0.43732904629000013,0.29230599961039505,0.7773501439089915
165,40.0,0.20672438,0.4351424010585501,0.4919565067310496,0.29677315900143797
166,23.0,0.16477858,0.43296668905325736,0.29416589753876854,0.42348144553749123
167,60.0,0.21480629,0.43080185560799106,0.4553382163546994,0.7137754831675328
168,-11.0,0.18617244,0.4286478463299511,0.6815141625906991,0.20017331047137532
169,44.0,0.1887549,0.42650460709830135,0.2000232324206091,0.3021881330466202
170,37.0,0.21713854,0.42437208406280985,0.6430003497261871,0.6630116013400313
171,35.0,0.1708361,0.4222502236424958,0.11779990257739374,0.6494236806131105
172,76.0,0.27806842,0.42013897252428334,0.6835680891916095,0.7751305487435325
173,33.0,0.19459657,0.4180382776616619,0.38240030829120364,0.44278601959129227
174,37.0,0.18746902,0.4159480862733536,0.14251365790181292,0.3513320497665331
175,32.0,0.18491043,0.41386834584198684,0.45201738077399867,0.2519634497838337
176,29.0,0.18088695,0.4117990041127769,0.14507666608797554,0.5886765033294645
177,79.0,0.2642863,0.40974000909221303,0.7140490519755804,0.40169389059525984
178,9.0,0.20529261,0.40769130904675194,0.43396606918236014,0.7864798468679243
179,6.0,0.1791995,0.40565285250151817,0.38210049918010225,0.35162726316480386
180,-11.0,0.15353745,0.4036245882390106,0.2939913002754169,0.408255012183223
181,11.0,0.13849883,0.4016064652978155,0.20494249488679067,0.3936712228904786
182,6.0,0.17742768,0.3995984329713264,0.49076319673056734,0.6386226215998675
183,-6.0,0.14721248,0.3976004408064698,0.49876506562878353,0.277738992070905
184,-11.0,0.2089824,0.39561243860243744,0.3216971470353104,0.7377302831050255
185,36.0,0.2129294,0.3936343764094253,0.2170356301289315,0.5571583107178338
186,19.0,0.2328161,0.39166620452737816,0.5318631411870652,0.7424972638490496
187,-17.0,0.14867501,0.3897078735047413,0.763188366178461,0.44524855144511066
188,129.0,0.28024042,0.3877593341372176,0.6106373170060901,0.6729501289331428
189,8.0,0.15638688,0.3858205374665315,0.3092994475837931,0.17688657317193845
190,53.0,0.18330023,0.38389143477919885,0.6319119841583369,0.7423743319664756
191,27.0,0.18943733,0.3819719776053028,0.6618526425853554,0.44301639580908847
192,-3.0,0.17338437,0.3800621177172763,0.5298984946879239,0.31115496785007185
193,74.0,0.18244217,0.37816180712868996,0.5677469369408187,0.6754146335108618
194,35.0,0.16927698,0.37627099809304654,0.22926772433180712,0.7455619814187309
195,60.0,0.20173065,0.3743896431025813,0.16268101973585974,0.38087572547191284
196,-3.0,0.13257825,0.37251769488706843,0.3155541058178496,0.3525135929399197
197,53.0,0.21831109,0.3706551064126331,0.5784725567978163,0.7708902818206143
198,39.0,0.2627234,0.36880183088056995,0.39759001782761305,0.6183313102865146
199,27.0,0.20436662,0.3669578217261671,0.3455338914595734,0.23100828626752273
200,67.0,0.29273805,0.36512303261753626,0.7094778304849068,0.5158061719603182
201,91.0,0.25923336,0.3632974174544486,0.6445674918800189,0.639575044353167
202,48.0,0.2063966,0.3614809303671764,0.11426371164748084,0.34684782996473706
203,72.0,0.24575531,0.3596735257153405,0.4267488759901106,0.753302064386725
204,98.0,0.2159765,0.3578751580867638,0.4866980501631084,0.6743619222062617
205,5.0,0.2115938,0.35608578229633,0.2566243080905639,0.19124714568912896
206,-54.0,0.115278505,0.3543053533848483,0.10747339878068121,0.15682882388955804
207,77.0,0.19493636,0.35253382661792404,0.29813500207766896,0.5543771101749452
208,66.0,0.20425025,0.3507711574848344,0.1188572720083732,0.4543503864414413
209,49.0,0.2721811,0.34901730169741024,0.6763743167636214,0.34670821558375187
210,58.0,0.24298415,0.3472722151889232,0.5045024604780471,0.727927662083403
211,36.0,0.2148236,0.3455358541129786,0.7671066579789568,0.6699722062308595
212,23.0,0.16167551,0.3438081748424137,0.1543467226071052,0.3643260717881215
213,29.0,0.22153255,0.3420891339682016,0.6094817541230843,0.5747279809075181
214,49.0,0.22342728,0.3403786882983606,0.6677635760613,0.46939254309524125
215,-1.0,0.13507424,0.3386767948568688,0.7003181152726119,0.15497227338234332
216,-2.0,0.16455507,0.33698341088258443,0.12137439189029793,0.6078140470003517
217,-23.0,0.16748236,0.3352984938281715,0.3482576540702139,0.3637320104258389
218,37.0,0.2146364,0.33362200135903064,0.31660450096236264,0.6481425140612359
219,62.0,0.20249262,0.33195389135223546,0.6079087195324584,0.42035078129625725
220,15.0,0.17550005,0.3302941218954743,0.7454353755809279,0.283937884619593
221,28.0,0.21806191,0.32864265128599696,0.7989029020818204,0.6823280109612914
222,57.0,0.20865715,0.326999438029567,0.1860445621147373,0.6312506101975782
223,19.0,0.19742072,0.3253644408394192,0.3339243873324923,0.28258299453547775
224,53.0,0.17799461,0.3237376186352221,0.3429803825144154,0.5104115107422585
225,14.0,0.113627575,0.322118930542046,0.38810689587166713,0.12644095777775835
226,51.0,0.20382456,0.32050833588933575,0.20084047615421124,0.7004378398595794
227,85.0,0.2871549,0.31890579420988907,0.6661522674320788,0.20486040529087246
228,36.0,0.1795694,0.3173112652388396,0.12293574098255372,0.7004856182705512
229,62.0,0.16941546,0.3157247089126454,0.7808094596983225,0.1416906104691097
230,17.0,0.14291666,0.3141460853680822,0.4408745782825464,0.1458281615907195
231,54.0,0.19113955,0.3125753549412418,0.31232532898553966,0.6723731725268999
232,20.0,0.11451666,0.31101247816653554,0.14297283577176634,0.12906188764030607
233,31.0,0.19092116,0.30945741577570285,0.5260976649631138,0.3891377393750146
234,69.0,0.20817396,0.3079101286968243,0.5203217446841909,0.3016328756494673
235,60.0,0.21366748,0.3063705780533402,0.22689760482431057,0.3625457993125599
236,12.0,0.18853296,0.30483872516307353,0.15382547881573186,0.7055929399624229
237,-18.0,0.22608928,0.3033145315372582,0.45774834298974976,0.2727545353595152
238,7.0,0.19989654,0.3017979588795719,0.3342592549272305,0.7085134810424732
239,47.0,0.16263689,0.30028896908517405,0.4178082883597657,0.10004256617621664
240,67.0,0.2537313,0.2987875242397482,0.755920987349588,0.6083222741338592
241,83.0,0.19961634,0.29729358661854943,0.4083390322354986,0.6127352824985752
242,74.0,0.2106642,0.29580711868545667,0.3763864685991394,0.24140695407286372
243,39.0,0.18363276,0.2943280830920294,0.7897534009395114,0.11473602700713621
244,113.0,0.22387607,0.29285644267656924,0.3623015343797219,0.6826672994630147
245,68.0,0.22430593,0.2913921604631864,0.731532065576413,0.2912110367181161
246,77.0,0.20092863,0.28993519966087045,0.2731531505800968,0.35768065432035323
247,78.0,0.20921981,0.2884855236625661,0.23362618271649727,0.6691396158537128
248,56.0,0.17928477,0.28704309604425327,0.524218846520306,0.4170403834196319
249,59.0,0.14895815,0.285607880564032,0.23470576288885622,0.1608416645648219
250,95.0,0.2079138,0.28417984116121187,0.21101179082349675,0.24131586854546114
251,55.0,0.22119977,0.2827589419554058,0.3739693284296589,0.3203610138698241
252,37.0,0.19646269,0.28134514724562876,0.7856805166287588,0.2457743688373966
253,88.0,0.32525718,0.2799384215094006,0.6844102369739837,0.5972201556420761
254,47.0,0.13585421,0.27853872940185365,0.16938445277724262,0.36617538506758385
255,129.0,0.27680892,0.27714603575484437,0.5621070802459069,0.7137124083292048
256,82.0,0.25357845,0.2757603055760701,0.7448344667427922,0.40955454039317185
257,88.0,0.27988175,0.2743815040481898,0.33097892095305126,0.7823306556648709
258,47.0,0.22738819,0.2730095965279488,0.21208315536786732,0.44129181267896767
259,-2.0,0.15572363,0.27164454854530906,0.42547118724195254,0.20396139342862868
260,63.0,0.19923018,0.2702863258025825,0.17448778460838704,0.6261474141332597
261,17.0,0.26035836,0.2689348941735696,0.45908932658011714,0.789113742226183
262,72.0,0.19812647,0.26759021970270175,0.23276965831011792,0.47580211853479193
263,79.0,0.23162486,0.2662522686041882,0.40573802718788354,0.17754286327184532
264,35.0,0.16674839,0.2649210072611673,0.16105814977996555,0.193706996929467
265,38.0,0.23730017,0.26359640222486147,0.6806085869921394,0.5346663892713358
266,89.0,0.18952082,0.26227842021373715,0.2214430787783374,0.3599660885782663
267,61.0,0.22461155,0.2609670281126685,0.49118627896983935,0.37525757565761964
268,34.0,0.17306083,0.25966219297210513,0.11948472592061195,0.432748787961193
269,114.0,0.266273,0.2583638820072446,0.796338346953038,0.3147746186922007
270,48.0,0.18317808,0.2570720625972084,0.12479173904152399,0.29377890887413627
271,33.0,0.19361034,0.25578670228422234,0.3127500448693029,0.24769142120757573
272,115.0,0.3244121,0.25450776877280124,0.5321934302609952,0.5733490221815515
273,59.0,0.18370616,0.2532352299289372,0.2567227111128608,0.48898389965499667
274,63.0,0.19785015,0.2519690537792925,0.46003977870000845,0.6487703405164327
275,34.0,0.20026998,0.2507092085103961,0.770579253227778,0.7360093322383058
276,60.0,0.19254884,0.2494556624678441,0.5030708539509615,0.25312689556001955
277,85.0,0.23784657,0.24820838415550486,0.2563406042728346,0.27182706614823726
278,113.0,0.2579257,0.24696734223472733,0.7143213362079985,0.7249327279416864
279,67.0,0.22874075,0.2457325055235537,0.610315988656769,0.30364030832378625
280,101.0,0.21716881,0.24450384299593592,0.5045987749232576,0.411161775630416
281,66.0,0.2270242,0.24328132378095624,0.37310435518851914,0.3532784867293741
282,83.0,0.3029319,0.24206491716205145,0.659999083952657,0.6220754101586491
283,51.0,0.22512104,0.2408545925762412,0.595881718969854,0.7540468740612133
284,107.0,0.23947655,0.23965031961336,0.4085387623979939,0.5288477693414957
285,27.0,0.15136549,0.2384520680152932,0.23260128276457956,0.1616319026597533
286,134.0,0.22297145,0.23725980767521673,0.2481789902878555,0.4322873225071667
287,95.0,0.174571,0.23607350863684065,0.21937927179595726,0.5515603603436099
288,61.0,0.21697603,0.23489314109365644,0.18678766452923964,0.6455282281527587
289,79.0,0.2356022,0.23371867538818816,0.6118067727872085,0.5510953959091858
290,89.0,0.28472576,0.23255008201124722,0.7691835537491823,0.517576304848497
291,68.0,0.18743004,0.231387331601191,0.5919856985267091,0.5741556393962493
292,110.0,0.21156439,0.23023039494318503,0.4571055969869341,0.4687021116605915
293,119.0,0.22959109,0.2290792429684691,0.3859308526990326,0.7936412104115889
294,32.0,0.1616621,0.22793384675362674,0.12206148766375657,0.16694183327923873
295,15.0,0.16855967,0.22679417751985861,0.41148791790164496,0.6298374059469571
296,128.0,0.25319532,0.22566020663225933,0.7604414886206124,0.22361764510072407
297,21.0,0.19897398,0.22453190559909803,0.3352701251810016,0.7500110346301331
298,93.0,0.23997179,0.22340924607110255,0.5958601755991588,0.4603914527351093
299,18.0,0.14148547,0.22229219984074702,0.1347295205918345,0.5050088089245822
300,95.0,0.28362632,0.2211807388415433,0.739051377827839,0.1996692576374973
301,61.0,0.25641733,0.22007483514733558,0.7812999235360636,0.579659283508763
302,94.0,0.19896601,0.2189744609715989,0.7619366251453916,0.6401572563786039
303,99.0,0.21486114,0.2178795886667409,0.681062554344613,0.3351647844843464
304,50.0,0.15943676,0.2167901907234072,0.13179987431927537,0.5736745448155367
305,131.0,0.2597224,0.21570623976979014,0.3750259167427231,0.5743651222786762
306,23.0,0.22583367,0.21462770857094118,0.31514731631906645,0.4095651263616694
307,100.0,0.26705796,0.21355457002808648,0.768858889904144,0.6055424285884092
308,58.0,0.20067352,0.21248679717794605,0.41499669242195114,0.18799379414150652
309,104.0,0.29971942,0.21142436319205632,0.7310043586584941,0.5042466168372868
310,89.0,0.19116804,0.21036724137609603,0.18162462974677995,0.1260059554979945
311,137.0,0.25362033,0.20931540516921554,0.3309742965999645,0.3803853224519158
312,58.0,0.24189897,0.20826882814336947,0.6370637834649254,0.5819682431098582
313,33.0,0.2504853,0.20722748400265262,0.32648168412869616,0.5584735986599689
314,101.0,0.22789,0.20619134658263935,0.15309272453891887,0.7315923832691906
315,96.0,0.21548884,0.20516038984972615,0.7151360391052118,0.6697799131755393
316,42.0,0.17090851,0.2041345879004775,0.31134744366229805,0.38863838603590584
317,48.0,0.19527933,0.2031139149609751,0.30014868602900824,0.5336012253062106
318,78.0,0.21134827,0.20209834538617025,0.7451154524969569,0.3252638618322975
319,29.0,0.24492699,0.2010878536592394,0.5035412413876664,0.5318696466339479
320,95.0,0.193994,0.2000824143909432,0.40269032108681757,0.47097763309231644
321,57.0,0.18320473,0.19908200231898848,0.36089865952446254,0.3347620537771809
322,56.0,0.24560104,0.19808659230739353,0.7905747260557185,0.6328284776240999
323,119.0,0.23479852,0.19709615934585656,0.6000953871813371,0.24667634773861738
324,96.0,0.2432266,0.19611067854912728,0.7898164507870391,0.7678558885675879
325,100.0,0.26608646,0.19513012515638165,0.7291618477909223,0.6406059498846649
326,83.0,0.18739484,0.19415447453059972,0.39118788543573035,0.5245974971946564
327,95.0,0.29590422,0.19318370215794672,0.7938034994093502,0.798344835173887
328,18.0,0.11916567,0.192217783647157,0.4763312161603134,0.2087037585102618
329,84.0,0.20726515,0.1912566947289212,0.25041977428952966,0.6943023850865329
330,84.0,0.21774206,0.1903004112552766,0.46090951924299317,0.3629977105415412
331,77.0,0.17124262,0.18934890919900021,0.3218828587392748,0.19001384322400566
332,128.0,0.25643003,0.18840216465300522,0.7054036452705374,0.4199569026152742
333,61.0,0.21490365,0.18746015382974018,0.32578199156552534,0.7579236080455842
334,80.0,0.28009814,0.1865228530605915,0.5156461712528824,0.787968898935998
335,84.0,0.25335225,0.18559023879528855,0.6106351303988844,0.6828763278325886
336,32.0,0.11706771,0.1846622876013121,0.14991016061845325,0.2057780425679665
